10	1.9891e+30	-0.000437457	0	0	-8.74914e-06	0	0	-3.48058e+23	0	0	3.285e+23	5.8344e+10	0	0	0	47870	0	0	0	0	4.867e+24	1.07712e+11	0	0	0	35020	0	0	0	0	5.972e+24	1.496e+11	0	0	0	29780	0	0	0	0	6.39e+23	2.27392e+11	0	0	0	24130	0	0	0	0	1.898e+27	7.7792e+11	0	0	0	13070	0	0	0	0	5.683e+26	1.43317e+12	0	0	0	9680	0	0	0	0	8.681e+25	2.87531e+12	0	0	0	6800	0	0	0	0	1.024e+26	4.49548e+12	0	0	0	5430	0	0	0	0	7.342e+22	1.49984e+11	0	0	0	30802	0	0	0	0	
10	1.9891e+30	-0.00482307	0	0	-8.77123e-05	0	0	-3.14131e+24	0	0	3.285e+23	5.8344e+10	0	0	0	47870	0	0	0	0	4.867e+24	1.07712e+11	0	0	0	35020	0	0	0	0	5.972e+24	1.496e+11	0	0	0	29780	0	0	0	0	6.39e+23	2.27392e+11	0	0	0	24130	0	0	0	0	1.898e+27	7.7792e+11	0	0	0	13070	0	0	0	0	5.683e+26	1.43317e+12	0	0	0	9680	0	0	0	0	8.681e+25	2.87531e+12	0	0	0	6800	0	0	0	0	1.024e+26	4.49548e+12	0	0	0	5430	0	0	0	0	7.342e+22	1.49984e+11	0	0	0	30802	0	0	0	0	
10	1.9891e+30	-0.0162584	0	0	-0.000228707	0	0	-5.60906e+24	0	0	3.285e+23	5.8344e+10	0	0	0	47870	0	0	0	0	4.867e+24	1.07712e+11	0	0	0	35020	0	0	0	0	5.972e+24	1.496e+11	0	0	0	29780	0	0	0	0	6.39e+23	2.27392e+11	0	0	0	24130	0	0	0	0	1.898e+27	7.7792e+11	0	0	0	13070	0	0	0	0	5.683e+26	1.43317e+12	0	0	0	9680	0	0	0	0	8.681e+25	2.87531e+12	0	0	0	6800	0	0	0	0	1.024e+26	4.49548e+12	0	0	0	5430	0	0	0	0	7.342e+22	1.49984e+11	0	0	0	30802	0	0	0	0	
10	1.9891e+30	-0.0349619	0	0	-0.000374069	0	0	-5.78278e+24	0	0	3.285e+23	5.8344e+10	0	0	0	47870	0	0	0	0	4.867e+24	1.07712e+11	0	0	0	35020	0	0	0	0	5.972e+24	1.496e+11	0	0	0	29780	0	0	0	0	6.39e+23	2.27392e+11	0	0	0	24130	0	0	0	0	1.898e+27	7.7792e+11	0	0	0	13070	0	0	0	0	5.683e+26	1.43317e+12	0	0	0	9680	0	0	0	0	8.681e+25	2.87531e+12	0	0	0	6800	0	0	0	0	1.024e+26	4.49548e+12	0	0	0	5430	0	0	0	0	7.342e+22	1.49984e+11	0	0	0	30802	0	0	0	0	
10	1.9891e+30	-0.250498	0	0	-0.00431073	0	0	-1.56608e+26	0	0	3.285e+23	5.8344e+10	0	0	0	47870	0	0	0	0	4.867e+24	1.07712e+11	0	0	0	35020	0	0	0	0	5.972e+24	1.496e+11	0	0	0	29780	0	0	0	0	6.39e+23	2.27392e+11	0	0	0	24130	0	0	0	0	1.898e+27	7.7792e+11	0	0	0	13070	0	0	0	0	5.683e+26	1.43317e+12	0	0	0	9680	0	0	0	0	8.681e+25	2.87531e+12	0	0	0	6800	0	0	0	0	1.024e+26	4.49548e+12	0	0	0	5430	0	0	0	0	7.342e+22	1.49984e+11	0	0	0	30802	0	0	0	0	
10	1.9891e+30	-0.693676	0	0	-0.00886356	0	0	-1.81121e+26	0	0	3.285e+23	5.8344e+10	0	0	0	47870	0	0	0	0	4.867e+24	1.07712e+11	0	0	0	35020	0	0	0	0	5.972e+24	1.496e+11	0	0	0	29780	0	0	0	0	6.39e+23	2.27392e+11	0	0	0	24130	0	0	0	0	1.898e+27	7.7792e+11	0	0	0	13070	0	0	0	0	5.683e+26	1.43317e+12	0	0	0	9680	0	0	0	0	8.681e+25	2.87531e+12	0	0	0	6800	0	0	0	0	1.024e+26	4.49548e+12	0	0	0	5430	0	0	0	0	7.342e+22	1.49984e+11	0	0	0	30802	0	0	0	0	
10	1.9891e+30	-1.36684	0	0	-0.0134633	0	0	-1.82987e+26	0	0	3.285e+23	5.8344e+10	0	0	0	47870	0	0	0	0	4.867e+24	1.07712e+11	0	0	0	35020	0	0	0	0	5.972e+24	1.496e+11	0	0	0	29780	0	0	0	0	6.39e+23	2.27392e+11	0	0	0	24130	0	0	0	0	1.898e+27	7.7792e+11	0	0	0	13070	0	0	0	0	5.683e+26	1.43317e+12	0	0	0	9680	0	0	0	0	8.681e+25	2.87531e+12	0	0	0	6800	0	0	0	0	1.024e+26	4.49548e+12	0	0	0	5430	0	0	0	0	7.342e+22	1.49984e+11	0	0	0	30802	0	0	0	0	
10	1.9891e+30	-2.27176	0	0	-0.0180985	0	0	-1.84395e+26	0	0	3.285e+23	5.8344e+10	0	0	0	47870	0	0	0	0	4.867e+24	1.07712e+11	0	0	0	35020	0	0	0	0	5.972e+24	1.496e+11	0	0	0	29780	0	0	0	0	6.39e+23	2.27392e+11	0	0	0	24130	0	0	0	0	1.898e+27	7.7792e+11	0	0	0	13070	0	0	0	0	5.683e+26	1.43317e+12	0	0	0	9680	0	0	0	0	8.681e+25	2.87531e+12	0	0	0	6800	0	0	0	0	1.024e+26	4.49548e+12	0	0	0	5430	0	0	0	0	7.342e+22	1.49984e+11	0	0	0	30802	0	0	0	0	
10	1.9891e+30	-3.40848	0	0	-0.0227344	0	0	-1.84426e+26	0	0	3.285e+23	5.8344e+10	0	0	0	47870	0	0	0	0	4.867e+24	1.07712e+11	0	0	0	35020	0	0	0	0	5.972e+24	1.496e+11	0	0	0	29780	0	0	0	0	6.39e+23	2.27392e+11	0	0	0	24130	0	0	0	0	1.898e+27	7.7792e+11	0	0	0	13070	0	0	0	0	5.683e+26	1.43317e+12	0	0	0	9680	0	0	0	0	8.681e+25	2.87531e+12	0	0	0	6800	0	0	0	0	1.024e+26	4.49548e+12	0	0	0	5430	0	0	0	0	7.342e+22	1.49984e+11	0	0	0	30802	0	0	0	0	
10	1.9891e+30	-3.40848	0	0	-0.0227344	0	0	-1.84426e+26	0	0	3.285e+23	5.8344e+10	2.3935e+06	0	52.9769	47870	0	3.48058e+23	0	0	4.867e+24	1.07712e+11	0	0	0	35020	0	0	0	0	5.972e+24	1.496e+11	0	0	0	29780	0	0	0	0	6.39e+23	2.27392e+11	0	0	0	24130	0	0	0	0	1.898e+27	7.7792e+11	0	0	0	13070	0	0	0	0	5.683e+26	1.43317e+12	0	0	0	9680	0	0	0	0	8.681e+25	2.87531e+12	0	0	0	6800	0	0	0	0	1.024e+26	4.49548e+12	0	0	0	5430	0	0	0	0	7.342e+22	1.49984e+11	0	0	0	30802	0	0	0	0	
